CensusNo|Name|Address|Telephone|Province|District|Zone|Division
06266|G/LEELWALA WICKRAMASINGHE K.V.|PAHALA LEELWALA WADURAMBA|0000000000|3.Southern|Galle|Galle|Baddegama
06268|G/MABOTUWANA KANISHTTA VIDYALAYA|WANDURAMBA|0000000000|3.Southern|Galle|Galle|Baddegama
06269|PITADENIYA M.V.|GONAMULLA JUNCTION, GALLE.|0917214466|3.Southern|Galle|Galle|Baddegama
06270|G/THALAWA K.V|THALAWA,WANDURAMBA|0000000000|3.Southern|Galle|Galle|Baddegama
06271|G/WELIDENIYA K.V.|WELIDENIYA WADURABA|0000000000|3.Southern|Galle|Galle|Baddegama
06274|G/DOLAHENA K.V.|UMANDOLA MEDA KEEBBIYA|0000000000|3.Southern|Galle|Galle|Baddegama
06286|UDUGAMA M.V.|UDUGAMA,GALLE.|0912285114|3.Southern|Galle|Udugama|Mapalagama
06287|G/POLPAGODA MAHA VIDYALAYA|YAKKALAMULLA GALLE|0912286822|3.Southern|Galle|Udugama|Udugama
06288|G/MAGEDARA SECONDARY SCHOOL|MAGEDARA, GALLE|0915732261|3.Southern|Galle|Udugama|Udugama
06289|G/THELLAMBURA DUTUGEMUNU M.V|THELLAMBURA, NAKIYADENIYA|0912286535|3.Southern|Galle|Udugama|Udugama
06290|GONADENIYA K.V.|GONADENIYA|0718614156|3.Southern|Galle|Udugama|Mapalagama
06293|KOTTAWA K.V|KOTTAWAGAMA.|0716273622|3.Southern|Galle|Udugama|Udugama
06294|G/NABADAWA SRI SUMANGALA M.V|NABADAWA, YAKKALAMULLA|0772031876|3.Southern|Galle|Udugama|Udugama
06295|G/SRI DHAMMAWASA M.V.|NAKIYADENIYA|0914936037|3.Southern|Galle|Udugama|Udugama
06297|VIDYANANDA K.V.|UDUGAMA SOUTH, UDUGAMA.|0773329789|3.Southern|Galle|Udugama|Mapalagama
06298|G/SRI DHARMALANKARA M.V.|THALGAMPALA, KOTTAWAGAMA|0713565252|3.Southern|Galle|Udugama|Udugama
06299|UDALAMATHTHA M.V.|UDALAMATHTHA .GALLE|0775611907|3.Southern|Galle|Udugama|Mapalagama
06300|WALPOLA GUNATHILAKA K.V|IMADUWA|0771826425|3.Southern|Galle|Udugama|Udugama
06301|G/ANANDA VIJAYA K.V.|UDUGAMA,EAST UDUGAMA|0779713881|3.Southern|Galle|Udugama|Mapalagama
06307|G/NAWALA K.V|NAWALA, NAKIYADENIYA|0776959506|3.Southern|Galle|Udugama|Udugama
06308|G/SRI GUNANANDA K.V.|ALUTHWATHTHA,NAKIYADENIYA|0776014198|3.Southern|Galle|Udugama|Mapalagama
06317|SRI SUMANGALA NATIONAL SCHOOL|NALAGASDENIYA, HIKKADUWA|0912277808|3.Southern|Galle|Ambalangoda|Hikkaduwa
06318|DEVAOATHIRAJA NATIONAL COLLEGE|KIRIMATIYA RATHGAMA|0912267088|3.Southern|Galle|Ambalangoda|Hikkaduwa
06319|BODHIRAJA MAHA VIDYALAYA|THIRANAGAMA HIKKADUWA|0915622768|3.Southern|Galle|Ambalangoda|Hikkaduwa
06320|HENNATHOTA VIDYAWARDENE M.V.|HENNATHOTA,DODANDUWA|0912277770|3.Southern|Galle|Ambalangoda|Hikkaduwa
06321|ROHANA VIDYALAYA|DAMMISSARA MAWATHA,DODANDUWA|0913083765|3.Southern|Galle|Ambalangoda|Hikkaduwa
06323|MAWADAWILA MALYADEWAM.V.|MAWADWILA RATHGAMA||3.Southern|Galle|Ambalangoda|Hikkaduwa
06324|GINTHOTA SRI MEDHANKARA M.V.|PITIWELLA,BOOSSA||3.Southern|Galle|Ambalangoda|Hikkaduwa
06325|MALIDUWA SARIPUTHRA M.V.|MALIDUWA BOOSSA|0915727199|3.Southern|Galle|Ambalangoda|Hikkaduwa
06326|MAHAMAYA BALIKA M.V.|HIKKADUWA|0912275430|3.Southern|Galle|Ambalangoda|Hikkaduwa
06328|BOOSSA M.V.|WELLABADA,BOOSSA|0915620466|3.Southern|Galle|Ambalangoda|Hikkaduwa
06330|SRI DHEERANANDA M.V.|BOOSSA||3.Southern|Galle|Ambalangoda|Hikkaduwa
06340|MEDAWALA VIJAYA K.V.|MEDAWALA, BOOSSA||3.Southern|Galle|Ambalangoda|Hikkaduwa
06347|MADAMPA M.M.V|KULEEGODA|0912256188|3.Southern|Galle|Ambalangoda|Hikkaduwa
06348|WERAGODA WIJAYABA SECONDARY SCHOOL|MEETIYAGODA|0913902100|3.Southern|Galle|Ambalangoda|Hikkaduwa
06349|SRI WIMALABUDDI M V|SEENIGAMA HIKKADUWA|0912275396|3.Southern|Galle|Ambalangoda|Hikkaduwa
06350|PERALIYA SRI JINARATHANA M.V.|PERALIYA, TELWATTA|0912275430|3.Southern|Galle|Ambalangoda|Hikkaduwa
06352|KULEEGODA SUMANA K.V.|KULEEGODA|0913090646|3.Southern|Galle|Ambalangoda|Hikkaduwa
06353|RATHANASARA M V|BATAPOLA ROAD KAHAVVA||3.Southern|Galle|Ambalangoda|Hikkaduwa
06366|MAHINDA COLLEGE GALLE|WOODWARD MAWATHA GALLE|0912234965|3.Southern|Galle|Galle|Galle
06367|G/RICHMOND COLLEGE|RICHMOND HILL GALLE|0912234886|3.Southern|Galle|Galle|Galle
06368|G/RIPPON GIRLS COLLEGE|RICHMOND HILL GALLE|0912234769|3.Southern|Galle|Galle|Galle
06369|SANGHAMAITHTHA BALIKA VIDYALAYA|WACKWELLA ROAD GALLE|0912234164|3.Southern|Galle|Galle|Galle
06370|GSOUTHLANDSCOLLEGE|FORTGALLE|0912234117|3.Southern|Galle|Galle|Galle
06371|GA/SAINT ALOYSIUS COLLEGE|KALUWELLA GALLE|0912234657|3.Southern|Galle|Galle|Galle
06372|G/SACRED HEART CONVENT|KALUWELLA,GALLE.|0912234590|3.Southern|Galle|Galle|Galle
06373|G/VIDYALOKA COLLEGE|WAKWELLA ROAD ,GALLE|0912234669|3.Southern|Galle|Galle|Galle
06374|DANGEDARA JAYAWARDANA M V|DANGEDARA GALLE||3.Southern|Galle|Galle|Galle
06375|G ETHTHILIGODA SUDARSHI M.V|ETHTHILIGODA GALLE|0912245826|3.Southern|Galle|Galle|Galle
06376|G/GINTOTA MAHA VIDYALAYA|GINTOTA GALLE|0912246132|3.Southern|Galle|Galle|Galle
06377|G/ PIYATHISSA MODEL SCHOOL|KALEGANA GALLE|0912231574|3.Southern|Galle|Galle|Galle
06378|G/OLCOTT MAHA VIDYALAYA|OLCOTT MAWATHA GALLE|0912245645|3.Southern|Galle|Galle|Galle
06379|G/PARAMANANDA M.V|GALWADUGODA GALLE|0000000000|3.Southern|Galle|Galle|Galle
06380|G/SUDARMA MAHA VIDYALAYA|MEGALLE GALLE|0912246929|3.Southern|Galle|Galle|Galle
06381|ALLSANTS M.M.V|FORT GALLE|0912222996|3.Southern|Galle|Galle|Galle
06385|G/C.W.W.KANNANGARA COLLAGE|GALLE|0912234453|3.Southern|Galle|Galle|Galle
06388|UKWATTA VIDYALAYA|UKWATTA,GINTOTA|0000000000|3.Southern|Galle|Galle|Galle
06392|UPANANDA VIDYALAYA|MANAVILA WALAHANDUWA|0912224413|3.Southern|Galle|Galle|Akmeemana
06393|G/MEEPAWALA AMARASURIYA COLLEGE      '|MEEPAWALA  PODDALA|0912231225|3.Southern|Galle|Galle|Akmeemana
06394|NARAWALA MAHA VIDYALAYA|NARAWALA,PODDALA|0912226343|3.Southern|Galle|Galle|Akmeemana
06395|G/BATADUWA SRI RATHANAJOTHI M.V|BATADUWA,GALLE|0912231780|3.Southern|Galle|Galle|Akmeemana
06396|G/KALAHE SRI SUMANGALODAYA SECONDARY SCHOOL|KALAHE,WANCHAWALA,GALLE|1912225632|3.Southern|Galle|Galle|Akmeemana
06397|G/PILANA VIDYARTHODAYA MAHA VIDYALAYA|PILANA WANCHAWALA|0913905904|3.Southern|Galle|Galle|Akmeemana
06398|IHALAGODA VIJAYA MAHA VIDYALAYA|IHALAGODA ,AKMEEMANA|0000000000|3.Southern|Galle|Galle|Akmeemana
06399|DR.RICHARD PATHIRANA COLLEGE|ULUVITIKE,GALLE.|0913902101|3.Southern|Galle|Galle|Akmeemana
06400|G/NANDIMITHRA MAHA VIDYALAYA|KAPUHENPALA,AKMEEMANA|0000000000|3.Southern|Galle|Galle|Akmeemana
06401|G / THOTAGODA ATTADASSI M V                '|THOTAGODA AKMEEMANA|0000000000|3.Southern|Galle|Galle|Akmeemana
06402|HAPUGALA.MAHA.VIDYALAYA|WACKWELLA GALLE|0912241546|3.Southern|Galle|Galle|Akmeemana
06404|G/KITHULAMPITIYA ANANDA M.V.|KITHULAMPITIYA  GALLE|0912245824|3.Southern|Galle|Galle|Akmeemana
06405|HIYARE MAHA VIDYALAYA|HIYARE  GALLE|0000000000|3.Southern|Galle|Galle|Akmeemana
06406|G/AKMEEMANA MAHA VIDYALAYA|AKMEEMANA|0914946002|3.Southern|Galle|Galle|Akmeemana
06408|G/PINNADUWA JAYANTHI COLLEGE|PINNADUWA,WANCHAWALA|0000000000|3.Southern|Galle|Galle|Akmeemana
06409|ANKOKKAWALA SRI SUMANGALA M V|ANKOKKAWALA GALLE|0000000000|3.Southern|Galle|Galle|Akmeemana
06412|G/HIYARE EAST KANISHTA VIDYALAYA|HIYARE EAST, GALLE|0915710397|3.Southern|Galle|Galle|Akmeemana
06416|G/IHALAGODA SUMANGALA MODEL SCHOOL|IHALAGODA, AKMEMANA|0913080788|3.Southern|Galle|Galle|Akmeemana
06418|G/KETANDOLA KANISHTA VIDYALAYA|GONAMULLA JUNCTION, GALLE|0000000000|3.Southern|Galle|Galle|Akmeemana
06424|HINIDUMGODA VIJAYANANDA.K.V|HINIDUMGODA ,ANANGODA|0000000000|3.Southern|Galle|Galle|Akmeemana
06428|WATARAKA SRI SOBITHA K.V|WATARAKA EAST,GALLE|0000000000|3.Southern|Galle|Galle|Akmeemana
06431|BUONAVISTA MAHA VIDYALAYA|BUONAVISTAWA, UNAWATUNA|0000000000|3.Southern|Galle|Galle|Habaraduwa
06432|G/ DORAPE SECONDARY SCHOOL|ANGULUGAHA|0912276262|3.Southern|Galle|Galle|Habaraduwa
06433|G/HOWPE M.V.|HOWPE,IMADUWA|0000000000|3.Southern|Galle|Galle|Habaraduwa
06434|KAHANDA MAHA VIDYALAYA|KAHANDA, ANGULUGAHA|0913922474|3.Southern|Galle|Galle|Habaraduwa
06435|G/KATUKURUNDA DHARMIKA M.V.|KATUKURUNDA,HABARADUWA.|0912282771|3.Southern|Galle|Galle|Habaraduwa
06436|LANUMODARA VIJAYA MAHA VIDYALAYA|LANUMODARA,HABARADUWA|0000000000|3.Southern|Galle|Galle|Habaraduwa
06437|ANGULUGAHA M.V.|ANGULUGAHA|0912231255|3.Southern|Galle|Galle|Habaraduwa
06438|HEENATIGALA SHARIPUTHTHA M.V|HEENATIGALA,THALPE|0000000000|3.Southern|Galle|Galle|Habaraduwa
06439|G/MIHIRIPENNA DHAMMARATHANA M.V.|MIHIRIPENNA,THALPE|0914909100|3.Southern|Galle|Galle|Habaraduwa
06440|G/UNAWATUNA MAHA VIDYALAYA|UNAWATUNA|0000000000|3.Southern|Galle|Galle|Habaraduwa
06441|G/WELLETHOTA SUGATHANANDA M.V.|WELLETHOTA-TALPE|0000000000|3.Southern|Galle|Galle|Habaraduwa
06457|KATHALUWA CENTRAL COLLEGE|KATHALUWA AHANGAMA|0912283264|3.Southern|Galle|Galle|Habaraduwa
06458|G/AHANGAMA SHARIPUTHRA COLLEGE|AHANGAMA|0000000000|3.Southern|Galle|Galle|Habaraduwa
06459|G/BATEMULLA NATIONAL SCHOOL|IMADUWA|0912286285|3.Southern|Galle|Galle|Habaraduwa
06461|DIKKUMBURA SRI SIDDHARTHA M.V.|DIKKUMBURA,AHANGAMA.|0914946250|3.Southern|Galle|Galle|Habaraduwa
06462|DOMBAGODA MAHA VIDYALAYA|THITHTHAGALLA,DOMBAGODA,AHANGAMA|0915686880|3.Southern|Galle|Galle|Habaraduwa
06464|ROHANA MAHA VIDYALAYA|CENTRAL AHANGAMA|0912282123|3.Southern|Galle|Galle|Habaraduwa
06465|G/ANDUGODA K.V.|ANDUGODA,DIKKUBURA,AHANGAMA.|0779157217|3.Southern|Galle|Galle|Habaraduwa
06469|MEEGAHAGODA KANISHTA VIDYALAYA|AHANGAMA|0000000000|3.Southern|Galle|Galle|Habaraduwa
06473|THITHTHAGALLA ATANIKITHA KANISHTA VIDYALAYA|THITHTHAGALLA, AHANGAMA|0913783610|3.Southern|Galle|Galle|Habaraduwa
06474|G/WELHENGODA SRI GUNARATHANA M V|AHANGAMA|0000000000|3.Southern|Galle|Galle|Habaraduwa
06489|WELITHARA MUSLIM M.V.|GALLE ROAD,BALAPITIYA|0724716186|3.Southern|Galle|Ambalangoda|Balapitiya
06490|G-SRI RAZIK FAREED M.V.|PANAPITIYA, KARANDENIYA||3.Southern|Galle|Elpitiya|Karandeniya
06491|G/DEVITHURA VIVEKANANDA TAMIL VIDYALAYA|ETHKANDURA|0778600402|3.Southern|Galle|Elpitiya|Divitura-Welivitiya
06492|THUNDUWA MUSLIM MAHA VIDYALAYA|THUNDUWA HABURUGALA BENTOTA|0344288309|3.Southern|Galle|Elpitiya|Bentota
06494|THALGASWALA TAMIL K.V.|THALGASWALA|0774717793|3.Southern|Galle|Udugama|Mapalagama
06495|G/THALANGAHAWATTA SARASWATHI T.K.V.|THALANGAHAWATHTHA, NAKIYADENIYA|0779591366|3.Southern|Galle|Udugama|Udugama
06496|ZAHIRA NATIONAL SCHOOL|KURUNDUWATTA GINTOTA GALLE|0912231821|3.Southern|Galle|Galle|Galle
06497|G/MALHARUS SULHIYA CENTRAL COLLEGE|H.K.EDMOND MAWATHA,GALLE.|0914943540|3.Southern|Galle|Galle|Galle
06498|G/MUSLIM LADIES COLLEGE|KONG TREE ROAD, GALLE|0912247383|3.Southern|Galle|Galle|Galle
06499|G/USWATHUN HASANA M V|KATUGODA GALLE|0912248151|3.Southern|Galle|Galle|Galle
06500|G/DADALLA AL MUBARAK VIDYALAYA|BOPE ROAD DADALLA GALLE|0000000000|3.Southern|Galle|Galle|Galle
06501|G/ HIRIMBURA SULAIMANIA M V|HIRIMBURA CROSS ROAD GALLE|0912248177|3.Southern|Galle|Galle|Galle
06502|G/KANDEWATTA ALMEERAN|KANDEWATTA GALLE|0000000000|3.Southern|Galle|Galle|Galle
06504|G/NAVINNA MUSLIM VIDYALAYA|NAVINNA, ULUVITIKE|0714428158|3.Southern|Galle|Galle|Akmeemana
06506|G/MAMANADOLA K.V.|MAMANADOLA NAKIYADENIYA GALLE|0721700488|3.Southern|Galle|Udugama|Mapalagama
06511|G SIRIDHAMMA COLLEGE|LABUDUWA AKMEEMANA|0912224475|3.Southern|Galle|Galle|Akmeemana
06512|AKKARAVISSA KANITU VIDUHALA|AKKARAVISSA PINKANDA DODANDUWA|0776244993|3.Southern|Galle|Ambalangoda|Hikkaduwa
06514|DIYAKITHULKANDA K V|THALGASWALA|0776210846|3.Southern|Galle|Elpitiya|Elpitiya
06515|G/ANULADEVI BALIKA VIDYALAYA|GALLE|0912244671|3.Southern|Galle|Galle|Galle
06516|G/JANADHIPATHI BALIKA VIDYALAYA|WALAHANDUWA,GALLE|0912226649|3.Southern|Galle|Galle|Akmeemana
06995|G/WALINGURUKETIYA K.V|URAGASMANHANDIYA||3.Southern|Galle|Elpitiya|Karandeniya
07001|MR/ PITABEDDARA M.V.|PITABEDDARA|0412281351|3.Southern|Matara|Morawaka|Morawaka
07003|HULANDAWA TAMIL M.V|HULANDAWA PITABADDARA|0776536386|3.Southern|Matara|Akuressa|Akuressa
07004|MR/DUDLY SENANAYAKA MAHA VIDYALAYA|GEHIGASPA, PITABEDDARA|0718455862|3.Southern|Matara|Morawaka|Morawaka
07007|MR/SIYAMBALAGODA EAST M.V|SIYAMBALAGODA PITABEDDARA|0718081470|3.Southern|Matara|Morawaka|Morawaka
07009|MR HATHTHOTUWA K.V|HAWOVITA,PITABEDDARA|0714734368|3.Southern|Matara|Morawaka|Morawaka
07013|MR/DARANGALA M.V.|111 STEP, KIRIHALKELE, PITABEDDARA|0413005339|3.Southern|Matara|Morawaka|Morawaka
07017|KEERTHI ABEWICKRAMA NATIONAL SCHOOL|DENIYAYA ROAD,MORAWAKA|0412282217|3.Southern|Matara|Morawaka|Kotapola
07020|MR/ALAPALADENIYA SECONDARY SCHOOL|NELUWA ROAD,ALAPALADENIYA|0713224598|3.Southern|Matara|Morawaka|Morawaka
07022|MR/KALUBOVITIYANA MAHA VIDYALAYA|KALUBOVITIYANA|0718177750|3.Southern|Matara|Morawaka|Morawaka
07027|MORAWAKA BAUDDHA MAHA VIDYALAYA|WELIWA,MORAWAKA|0712636761|3.Southern|Matara|Morawaka|Morawaka
07028|PARAGALA K.V.|PARAGALA MORAWAKA|0717427548|3.Southern|Matara|Morawaka|Kotapola
07029|KOTAPOLA NATIONAL SCHOOL|KOTAPOLA|0412271309|3.Southern|Matara|Morawaka|Kotapola
07031|MR/GODAKUMBURA K.V|KOTAPOLA|0718022661|3.Southern|Matara|Morawaka|Kotapola
07032|MR/ILUKPITIYA K.V.|KOTAPOLA|0714469730|3.Southern|Matara|Morawaka|Kotapola
07033|MR/WARALLA M.D.YAPA M.V.|DENIYAYA ROAD WARALLA|0412271030|3.Southern|Matara|Morawaka|Kotapola
07038|MR/THALAPALAKANDA K.V.|THALAPALAKANDA DENIYAYA|0724178173|3.Southern|Matara|Morawaka|Pasgoda
07039|MR/KIRILIPANA K.V.|MORAGALA KIRILIPANA|0718177756|3.Southern|Matara|Morawaka|Pasgoda
07040|MR/MOLOGGAMUWAKANISHTA VIDYALAYA|MORAGALA,KIRILIPANA|0718305181|3.Southern|Matara|Morawaka|Pasgoda
07041|MR/URUBOKKA M.M.VIDYALAYA|URUBOKKA|0412272357|3.Southern|Matara|Morawaka|Pasgoda
07042|MR/MEKILIYATENNA K.V.|URUBOKKA|0710550916|3.Southern|Matara|Morawaka|Pasgoda
07043|MR/KEERIPITIYA K.V|EERIPITIYA,URUBOKKA.|0714040313|3.Southern|Matara|Morawaka|Pasgoda
07044|MR/DAMPAHALA K.V.|DAMPAHALA|0717899132|3.Southern|Matara|Morawaka|Pasgoda
07045|MR/HULANKANDA K.V.|HULANKANDA DAMPAHALA|0719164848|3.Southern|Matara|Morawaka|Pasgoda
07046|MA/GINNALIYA M.V.|GINNALIYA URUBOKKA|0717977599|3.Southern|Matara|Morawaka|Pasgoda
07049|MR/PATTIGALA K.V.|PATTIGALA-BERALAPANATHARA|0721643094|3.Southern|Matara|Morawaka|Pasgoda
07050|MR/KETAWALA KANISHTA VIDYALAYA|BERALAPANATARA|0712296867|3.Southern|Matara|Morawaka|Pasgoda
07051|MR/BERALAPANATHARA SECONDARY SCHOOL|BERALAPANATHARA|0716022272|3.Southern|Matara|Morawaka|Pasgoda
07053|MR/ VILAYAYA K.V.|VILAYAYA,DAMPAHALA|0776793371|3.Southern|Matara|Morawaka|Pasgoda
07054|MR/BENGAMUWA M.V.|BENGAMUWA M.V.BENGAMUWA|0778322462|3.Southern|Matara|Morawaka|Pasgoda
07055|DENIYAYA CENTRAL COLLEGE|DENIYAYA CENTRAL COLLEGE DENIYAYA|0412273207|3.Southern|Matara|Morawaka|Kotapola
07057|M/R DENIYAYA RAJAPAKSHA M.V.|MAIN STREET DENIYAYA|0412273587|3.Southern|Matara|Morawaka|Kotapola
07058|MR/ST MATTHEW'S BILINGUAL SCHOOL|DENIYAYA|0412273183|3.Southern|Matara|Morawaka|Kotapola
07059|HANDFORD TAMIL SECONDARY SCHOOL|HANDRORD DENIYAYA|0774199581|3.Southern|Matara|Morawaka|Kotapola
07060|MR/KIRIWELDOLA K.V|KIRIWELDOLA,DENIYAYA|0714637742|3.Southern|Matara|Morawaka|Kotapola
07062|MR/KANDILPANA K.V|BATAYAYA,DENIYAYA|0718097280|3.Southern|Matara|Morawaka|Kotapola
07063|MR/BEVEREY T.K.V.|BEVERLEYGAMA,DENIYAYA.|0724129210|3.Southern|Matara|Morawaka|Kotapola
07064|MR/MEDERIPITIYA K.V.|MEDERIPITIYA DENIYAYA|0415633470|3.Southern|Matara|Morawaka|Kotapola
07065|MR/PALLEGAMA MAHA VIDYALAYA|PALLEGAMA KOLAWENIGAMA|0412273422|3.Southern|Matara|Morawaka|Kotapola
07066|MR/KOLAWENIGAMA M.V.|KOLAWENIGAMA DENIYAYA|0718081942|3.Southern|Matara|Morawaka|Kotapola
07067|MR/VIHARAHENA K.V|VIHARAHENA,DENIYAYA|0772886758|3.Southern|Matara|Morawaka|Kotapola
07068|MR/ENASELWATTE T.K.V|VIHARAHENA,DENIYAYA|0718117081|3.Southern|Matara|Morawaka|Kotapola
07069|MR/ANNINGKANDE T K VIDYALAYA|DENIYAYA|0718145281|3.Southern|Matara|Morawaka|Kotapola
07071|TELIJJAWILA CENTRAL COLLEGE|TELIJJAWILA|0412240209|3.Southern|Matara|Akuressa|Malimboda
07072|AKURUGODA K.V|AKURUGODA,SULTHANAGODA||3.Southern|Matara|Akuressa|Malimboda
07073|AKURUGODA SENANI K.V|TELIJJAWILA||3.Southern|Matara|Akuressa|Malimboda
07074|TELIJJAWILA RAJAKEEYA M.V|TELIJJAWILA|0412240465|3.Southern|Matara|Akuressa|Malimboda
07075|HORAGODA M.V|THELIJJAWILA||3.Southern|Matara|Akuressa|Malimboda
07076|AL HUDA MUSLIM K.V|HORAGODA,TELIJJAWILA||3.Southern|Matara|Akuressa|Malimboda
07077|DAMPALLA M.V|DAMPALLA,TELIJJAWILA||3.Southern|Matara|Akuressa|Malimboda
07080|KARAGODA UYANGODA M.V.|KARAGODA,UYANGODA|0412292643|3.Southern|Matara|Mulatiyana (Hakmana)|Kamburupitiya
07082|HALLALA MAHA VIDYALAYA|HALLALA WELIGAMA|0412251938|3.Southern|Matara|Akuressa|Welipitiya
07083|KOKMADUWA K.V.|KOKMADUWA WELIGAMA||3.Southern|Matara|Akuressa|Welipitiya
07086|WELLANA GUNATHILAKA K.V.|PENETIYANA WELIGAMA||3.Southern|Matara|Akuressa|Welipitiya
07088|KADOLGALLA K.V|DENIPITIYA||3.Southern|Matara|Akuressa|Welipitiya
07089|WATAGEDARAMULLA K.V|DENIPITIYA||3.Southern|Matara|Akuressa|Welipitiya
07090|ANNOOR M.V|KAPUWATHTHA DENIPITIYA WELIGAMA||3.Southern|Matara|Akuressa|Welipitiya
07091|AS-SAFA MUSLIM K.V|MADURAPURA DENIPITIYA||3.Southern|Matara|Akuressa|Welipitiya
07092|UDUKAWA K.V.|UDUKAWA DENIPITITIYA||3.Southern|Matara|Akuressa|Welipitiya
07093|ZAHIRA MAHA VIDYALAYA|WELIPITIYA WELIGAMA||3.Southern|Matara|Akuressa|Welipitiya
07094|KANANKE SIRI PERAKUMBA CENTRAL COLLEGE|KANANKE BAZAAR|0913902728|3.Southern|Matara|Akuressa|Welipitiya
07102|NIMALAWA K. V.|KANANKE BAZZAR|0718185308|3.Southern|Matara|Akuressa|Akuressa
07104|GODAPITIYA NATIONAL SCHOOL|AKURESSA|0412283774|3.Southern|Matara|Akuressa|Akuressa
07105|AKURESSA MAHA VIDYALAYA|AMALAGODA AKURESSA|0412283784|3.Southern|Matara|Akuressa|Akuressa
07107|MR.PARADUWA ADARSHA.K.V|ELGIRIYA  THELIJJAWILA||3.Southern|Matara|Akuressa|Malimboda
07108|HENEGAMA KANISHTA VIDYALAYA|HENEGAMA AKURESSA||3.Southern|Matara|Akuressa|Akuressa
07110|IMBULGODA K V|IMBULDODA AKURESSA||3.Southern|Matara|Akuressa|Akuressa
07112|PORAMBA K.V|PORAMBA AKURESSA||3.Southern|Matara|Akuressa|Akuressa
07113|MALIDUWA M.V.|ERAMUDUGODA MALIDUWA AKURESSA|0413004417|3.Southern|Matara|Akuressa|Akuressa
07115|DEDIYAGALA K.V|DEDIYAGALA,MALIDUWA,AKURESSA||3.Southern|Matara|Akuressa|Akuressa
07116|AHELAPE VIDYARAJA M.V.|MALIDUWA AKURESSA|0770542083|3.Southern|Matara|Akuressa|Akuressa
07120|BOPITIYA SRI WIMALAWANSHA K.V|MALIDUWA AKURESSA||3.Southern|Matara|Akuressa|Akuressa
07121|MR/ WELIKETIYA  K V|MALIDUWA AKURESSA||3.Southern|Matara|Akuressa|Akuressa
07122|MR DIYALAPE KANISHTA VIDYALAYA|DIYALAPE AKURESSA||3.Southern|Matara|Akuressa|Akuressa
07123|MARAMBA M.V.|MARAMBA AKURESSA||3.Southern|Matara|Akuressa|Akuressa
07129|LENAMA K.V|DEEGALA LENAMA PITABEDDARA||3.Southern|Matara|Akuressa|Akuressa
07131|GODAPITIYA K V|TIBBOTUWAWA AKURESSA||3.Southern|Matara|Akuressa|Akuressa
07133|KANAHALAGAMA K.V.|AKURESSA||3.Southern|Matara|Akuressa|Akuressa
07134|THALAHAGAMA K.V|THALAHAGAMA MAKANDURA||3.Southern|Matara|Akuressa|Akuressa
07135|SRI MEDANKARA M.V.|PORATHOTA GODAPITIYA||3.Southern|Matara|Akuressa|Akuressa
07136|WELIHENA K.V|BOPAGODA,AKURESSA||3.Southern|Matara|Akuressa|Akuressa
07138|BOPAGODA SUGEESHWARA M.V|BOPAGODA AKURESSA||3.Southern|Matara|Akuressa|Akuressa
07139|URUMUTTA J.R.S.DE.ALMEDHA M.V|URUMUTTA  AKURESSA|0413003838|3.Southern|Matara|Akuressa|Akuressa
07141|ATHURALIYA MAHA VIDYALAYA|ATHURALIYA AKURESSA||3.Southern|Matara|Akuressa|Akuressa
07144|WILPITA M.V.|WILPITA AKURESSA|0412283975|3.Southern|Matara|Akuressa|Akuressa
07145|GODAPITIYA SADATH M.V|GODAPITIYA AKURESSA|0777492300|3.Southern|Matara|Akuressa|Akuressa
07146|NARANDENIYA CENTRAL COLLEGE|KAMBURUPITIYA|0142292650|3.Southern|Matara|Mulatiyana (Hakmana)|Kamburupitiya
07147|KAMBURUPITIYA M.V.|KAMBURUPITIYA|0412292227|3.Southern|Matara|Mulatiyana (Hakmana)|Kamburupitiya
07148|SAPUGODA SRI RATHANAPALA K.V|SAPUGODA KAMBURUPITIYA||3.Southern|Matara|Mulatiyana (Hakmana)|Kamburupitiya
07150|GANETHENNA UPARATHANA K.V|NARANDENIYA KAMBURUPITIYA||3.Southern|Matara|Mulatiyana (Hakmana)|Kamburupitiya
07153|THUMBE K.V.|THUMBE KAMBURUPITIYA||3.Southern|Matara|Mulatiyana (Hakmana)|Kamburupitiya
07154|OVITIGAMUWA M.V|KARAPUTUGALA|0412293444|3.Southern|Matara|Mulatiyana (Hakmana)|Kamburupitiya
07155|ERIYATHOTA M.V|IRIYATHOTA KAMBURUPITIYA||3.Southern|Matara|Mulatiyana (Hakmana)|Kamburupitiya
07157|UPALI WIJAYAWARDANA VIDYALAYA|LENABATUWA KAMBURUPITIYA||3.Southern|Matara|Mulatiyana (Hakmana)|Kamburupitiya
07158|IHALA VITIYALA SRI GUNARATHANA K.V|KAMBURUPITIYA||3.Southern|Matara|Mulatiyana (Hakmana)|Kamburupitiya
07160|ULLALA M.V.|ULLALA KAMBRUPITIYA||3.Southern|Matara|Mulatiyana (Hakmana)|Kamburupitiya
07161|SIRI PANNALANKARA VIDYALAYA|MAPALANA KAMBURUPITIYA||3.Southern|Matara|Mulatiyana (Hakmana)|Kamburupitiya
07162|THIHAGODA NATIONAL SCHOOL|MATARA|0412245588|3.Southern|Matara|Mulatiyana (Hakmana)|Tihagoda
07165|KITHALAGAMA WEST M.V.|THIHAGODA||3.Southern|Matara|Mulatiyana (Hakmana)|Tihagoda
07166|KITHALAGAMA EAST JUNIOR COLLEGE|THIHAGODA||3.Southern|Matara|Mulatiyana (Hakmana)|Tihagoda
